price (grands),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated_age,sqft_living15,sqft_lot15
375,4,1.75,2200,7475,1,0,0,5,7,1100,1100,62,0,1600,5766
300,4,2.5,1910,4862,2,0,0,3,7,1910,0,12,0,2010,5091
420,4,1,1750,9600,1.5,0,0,4,7,1750,0,63,0,1750,10530
900,3,1,1330,77972,1,0,0,3,7,1330,0,89,26,1340,17689
679.9,3,2.5,2440,5750,2,0,2,3,9,1980,460,17,0,1520,5750
463,3,2.5,1640,29970,2,0,0,3,7,1640,0,25,0,1580,28399
380,5,2.5,2760,11340,2,0,0,4,9,2760,0,39,0,2470,11340
329.5,4,2.5,1820,7912,2,0,0,3,7,1820,0,23,0,1820,8168
604.95,3,2.5,2110,5608,1,0,0,3,8,1340,770,4,0,2040,9363
795,5,2.5,3040,9570,1,0,2,4,8,1640,1400,51,0,2920,8800
465,3,2,1840,40438,2,0,0,3,7,1840,0,23,0,1380,44049
673,4,2.5,2990,10400,2,0,0,3,9,2990,0,15,0,2140,17449
810,4,2.5,3520,15420,2,0,0,3,10,3520,0,26,0,3400,21455
785,4,2.75,2440,69415,1,0,0,4,8,1910,530,28,0,2770,24361
338,4,3,2090,7500,1,0,0,3,7,1370,720,31,0,1810,7650
280,3,2.25,1430,7222,2,0,0,3,7,1430,0,24,0,1430,7220
315,4,2.25,2180,10754,1,0,0,5,7,1100,1080,63,0,1810,6929
530,4,2.25,2180,10754,1,0,0,5,7,1100,1080,63,0,1810,6929
380,5,3,3450,9914,2,0,0,3,9,3450,0,13,0,2860,9721
297,3,2.25,1450,7562,2,0,0,3,7,1450,0,23,0,1650,7625
730,4,2.5,3230,7331,2,0,0,3,10,3230,0,13,0,3480,7447
450,3,1.75,1640,13500,1,0,0,3,7,1110,530,77,0,1770,12600
275,3,3,1590,7750,1,0,0,3,7,1060,530,20,0,1680,7500
595,4,2,2020,2849,2,0,0,3,7,2020,0,57,0,1910,3120
435,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,113,110,1590,2577
270,2,1.5,1380,209959,1,0,0,1,6,1380,0,63,0,3130,19868
950,3,3,4040,14338,2,0,0,3,10,3030,1010,31,0,3360,14142
389,4,2.25,2130,5337,2,0,0,3,7,2130,0,16,0,2300,6930
560,4,2.25,2550,7800,1,0,0,3,8,1580,970,49,0,2420,8050
1350,5,3.5,4800,14984,2,0,2,3,11,3480,1320,19,0,4050,19009
799,4,2.25,2510,11585,2,0,0,4,8,2510,0,48,0,2450,9691
365.5,3,2,1410,9600,1,0,0,4,7,1410,0,34,0,1410,9600
252.35,3,2,1650,7352,1,0,0,3,7,1160,490,38,0,1710,7350
403.95,4,2.5,2120,13780,2,0,0,3,8,2120,0,24,0,1880,12000
385,4,1.5,2040,10726,1,0,0,3,7,1380,660,63,0,1610,10020
345,4,1,1550,7620,1.5,0,0,3,7,1550,0,60,0,1450,7620
490,3,2.75,1980,3128,2,0,0,4,9,1980,0,38,0,1950,2856
330,3,2.5,1600,26977,2,0,0,3,8,1600,0,12,0,1790,27743
927,4,2.75,3300,12090,2,0,0,3,8,3300,0,64,0,3180,12239
1118,4,2.5,3840,16619,2,0,1,4,10,3840,0,34,0,3600,16553
330,2,1,1220,10000,1,0,0,5,7,1220,0,67,0,2000,9600
530,5,2.25,2720,8800,1,0,0,4,7,1500,1220,59,0,2110,8800
365,4,2,1940,25600,1,0,0,1,8,1940,0,55,0,2000,10071
378.75,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,108,102,1060,3500
269.9,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,49,0,1390,8750
557,3,3.5,1710,2096,2,0,0,3,8,1290,420,9,0,1630,1543
360,4,1.75,3730,16980,1,0,0,4,7,2150,1580,43,0,1880,16963
352,2,1,940,5000,1,0,0,4,7,940,0,80,0,1560,4500
437,3,2.5,1750,22357,2,0,0,3,8,1750,0,23,0,2430,22357
322.5,4,2.5,1820,6753,2,0,0,3,7,1820,0,23,0,1820,7107
650,3,3.25,1510,2000,2,0,0,3,9,1330,180,16,0,1510,1352
450,3,2,1290,1213,3,0,0,3,8,1290,0,16,0,1290,3235
278.5,3,2,1570,5250,1,0,0,3,7,1570,0,19,0,1570,5250
364.95,4,2.5,1930,6957,2,0,0,3,8,1930,0,22,0,2090,6996
840,4,3.5,2840,40139,1,0,4,4,10,2840,0,31,0,3180,36852
268,3,2.5,1550,8134,2,0,0,3,7,1550,0,26,0,1550,8134
517.534,2,1,833,143947,1,0,0,3,5,833,0,11,0,1380,143947
632.925,3,2.5,2990,32239,2,0,0,4,8,2990,0,39,0,2990,36497
577.5,3,2.5,2000,7251,2,0,0,3,9,2000,0,22,0,2450,8118
339,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,97,0,2850,6867
570,3,1.75,2910,37461,1,0,0,4,7,1530,1380,50,0,2520,18295
563.5,4,1.75,2085,174240,1,0,0,3,7,1610,475,53,0,2690,174240
423,4,2.25,2200,9351,1,0,0,5,7,1290,910,55,0,1910,8660
355,3,2.25,1860,5028,2,0,0,3,8,1860,0,5,0,2320,5465
1550,5,4.25,6070,171626,2,0,0,3,12,6070,0,18,0,4680,211267
482,2,1,950,3960,1,0,0,3,7,950,0,76,0,1320,4050
625,3,1.75,1600,9135,1,0,0,5,7,1600,0,62,0,1580,9800
538,3,2.5,2250,11632,2,0,0,3,8,2250,0,29,0,2360,11632
380,3,2.5,2280,10255,2,0,0,4,8,2280,0,32,0,2310,10094
375,2,1,940,5120,1,0,0,3,7,940,0,108,0,1300,5120
245,3,2.5,1530,8500,1,0,0,5,7,1030,500,21,0,1850,8140
310,5,1.75,2190,27260,1,0,0,4,7,2190,0,70,27,1620,39480
1300,3,2,2350,15021,1,0,0,4,8,1770,580,41,0,3530,15715
397,4,2,1440,7680,1,0,0,3,7,1200,240,46,0,1460,9660
365,3,2.5,2200,4052,2,0,0,3,8,2200,0,12,0,2310,5082
328.5,4,3,2290,8250,2,0,0,3,9,2290,0,27,0,2290,8250
988,4,3,4040,19700,2,0,0,3,11,4040,0,30,0,3930,21887
1000,4,2.5,2610,3277,1.5,0,0,5,8,1920,690,95,0,1810,3277
237,3,2.5,1490,2138,2,0,0,3,7,1490,0,12,0,1490,2094
525,4,2.5,2450,5280,2,0,0,3,8,2450,0,14,0,2300,4674
749,4,2.5,1710,9627,1,0,0,3,9,1440,270,41,38,2140,9131
722.5,5,2.5,4870,11800,2,0,0,3,10,3470,1400,34,0,3180,11398
843,3,2.5,3130,8750,2,0,0,3,10,3130,0,26,0,2860,9003
438,2,2,1270,1372,3,0,0,3,8,1270,0,17,0,1610,3090
578,3,1.75,2120,10875,1,0,2,3,8,1540,580,40,0,2460,11760
227.95,3,1.5,1670,8230,1,0,0,5,7,1670,0,63,0,2077,4910
196,3,2.25,2070,11576,2,0,0,3,7,2070,0,43,0,1890,7519
641,2,1,1420,5332,1,0,0,3,8,1070,350,64,0,2400,5406
350,3,1.5,1250,219978,1,0,0,4,6,1250,0,37,0,1930,210394
205,3,1,940,7980,1,0,0,4,7,940,0,57,0,1150,8050
400,3,1.75,1920,9102,1,0,0,3,7,1920,0,49,0,1920,9760
1030,3,2.5,3545,9816,1,0,0,3,10,2610,935,12,0,3630,7704
505,3,2,1260,5460,1,0,0,3,7,1260,0,45,0,1510,5460
475,5,2.5,2340,7200,1,0,0,3,7,1300,1040,42,0,1930,7221
520,3,2.25,2590,9263,1,0,0,5,8,1440,1150,40,0,2580,9450
1450,3,4.5,3970,24920,2,0,2,3,10,3260,710,40,22,2610,13838
333.5,3,1.75,1220,9732,1,0,0,3,7,1220,0,52,0,1630,10007
232,3,1,1400,10403,1,0,0,4,6,1400,0,41,0,1230,10209
691.1,3,2.75,2360,16117,1,0,0,4,8,1710,650,34,0,2120,16117
811,3,1.75,1870,9897,1,0,0,4,8,1870,0,57,0,1900,10005
551,3,2.5,2830,5802,2,0,0,3,9,2830,0,16,0,2500,5788
496.5,3,2.5,2260,3640,2,0,0,3,8,2260,0,23,0,2350,3710
705,3,3,1970,20978,2,1,3,4,9,1770,200,37,0,2280,75396
578,4,2.5,3140,9225,1,0,2,5,9,1770,1370,51,0,2460,9600
255,3,1.75,1240,8659,1,0,0,5,7,1240,0,31,0,1490,8223
1050,4,3.5,3450,7832,2,0,0,3,10,3450,0,10,0,3220,8567
348,3,2.25,2570,8491,2,0,0,4,8,2570,0,28,0,2400,8049
230,3,2,1510,3413,2,0,0,3,7,1510,0,32,0,1570,3777
359.5,4,2.25,2390,11250,2,0,0,3,9,2390,0,29,0,2480,11250
330,3,1,980,7000,1,0,0,3,6,980,0,64,0,1220,7000
80,1,0.75,430,5050,1,0,0,2,4,430,0,105,0,1200,7500
465,3,1.75,1480,6360,1,0,0,3,7,1480,0,63,0,1480,6360
325,4,2.5,1850,7324,2,0,0,3,8,1850,0,20,0,2100,7329
340.5,3,2,2270,28025,1,0,0,4,7,1920,350,70,0,1770,14833
342.5,3,2.5,1810,5192,2,0,0,3,8,1810,0,24,0,1810,6200
290.9,2,2,1610,17600,2,0,0,3,6,1610,0,87,53,1310,12950
868.7,3,4.25,3840,6161,2,0,0,3,10,3840,0,17,0,3230,7709
1199,4,2.75,4110,8400,2,0,1,3,9,3130,980,89,85,2820,8400
1150,4,3.25,4190,10259,2,0,0,3,11,3150,1040,17,0,4300,11919
859.9,4,2.75,3390,6298,2,0,0,3,9,3390,0,6,0,3390,7111
520,4,2.25,1890,3006,2,0,0,3,7,1890,0,14,0,1580,3000
460,3,2.5,1610,2527,2,0,2,3,9,1080,530,12,0,1610,4173
438.924,3,1.5,1050,4590,1,0,0,3,7,850,200,68,0,1770,5400
315,2,1,630,6550,1,0,0,3,5,630,0,99,0,1420,6550
590,4,2.75,2910,10650,1,0,2,3,8,1780,1130,42,0,2920,10988
378.5,4,1.75,1700,8640,1,0,0,3,7,850,850,62,0,1620,9000
328.5,3,2.5,1950,8130,2,0,0,4,9,1950,0,27,0,2350,7691
849.95,3,3,2990,9773,2,0,0,4,8,2990,0,44,0,2230,11553
525,3,1.5,1350,6000,1,0,2,3,7,900,450,67,0,1730,6012
1385,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,24,0,3850,181319
295,4,2.5,2160,7725,1,0,0,4,8,1460,700,39,0,2060,8250
1067,6,3.5,4860,11793,2,0,0,3,11,3860,1000,19,0,3600,11793
207.95,2,2,890,5000,1,0,0,3,6,890,0,100,0,1860,5000
699.9,4,2.75,2810,7302,2,0,0,3,9,2810,0,15,0,2820,7302
1280,5,2.5,3400,9500,2,0,1,4,8,3400,0,40,0,3080,11081
452,4,1.5,1580,7350,1,0,0,4,7,960,620,54,0,1560,7350
370,3,2,1680,5036,1,0,1,4,7,1680,0,30,0,1680,4921
232,3,1.75,1300,11230,1,0,0,5,7,1300,0,49,0,1300,10794
669.95,5,2.5,2820,14062,2,0,0,4,7,2380,440,57,0,1910,10392
397.5,3,2,1510,6710,1,0,0,3,7,1070,440,45,0,1660,6600
490,2,2.5,1230,1391,2,0,0,3,8,870,360,13,0,1240,1350
725,4,2,2110,4140,2,0,0,3,9,1710,400,92,78,1440,4420
299,3,2.75,3080,19635,1,0,2,4,7,1610,1470,59,0,2424,12410
625,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,117,0,1590,4025
437.5,3,2.5,2120,4500,2,0,0,3,7,2120,0,17,0,2530,4816
650,4,2.5,3180,5438,2,0,0,3,9,3180,0,14,0,3030,5335
475,2,1,1490,3825,1,0,0,3,7,860,630,88,0,1460,3825
342,3,2,1930,11947,1,0,0,4,8,1930,0,51,0,2200,12825
1197.35,4,2.5,2770,7800,2,0,0,3,10,2770,0,18,0,2720,10000
280,3,1.5,1670,11610,1,0,0,4,7,1670,0,54,0,1930,10200
240,2,1.75,1330,7200,1,0,0,3,7,1330,0,24,0,1450,11682
529,3,1,1210,3328,1.5,0,0,4,7,1210,0,93,0,1640,3333
442,3,1,1190,5100,1,0,0,4,7,1030,160,76,0,1690,5100
615,2,1,1540,6872,1,0,0,4,7,820,720,71,0,1420,5538
1485,4,3.75,4030,10800,2,0,0,3,10,4030,0,11,0,2160,7200
585,4,1.75,2430,7559,1,0,0,4,8,1580,850,36,0,1980,8750
480,4,2.5,2600,7787,2,0,0,3,8,2600,0,12,0,2830,7787
1095,5,3.5,4410,57063,2,0,0,4,9,4410,0,27,0,2900,50529
290,4,1,1330,8184,1.5,0,0,3,7,1330,0,68,0,1220,660
615,3,1.75,1900,5000,1,0,0,5,7,950,950,66,0,1770,5000
300,2,1,1100,7680,1,0,0,4,7,1100,0,67,0,1460,7680
308,3,1,1980,39150,1.5,0,0,3,6,1580,400,85,0,1860,11811
750,3,2.5,2400,7745,2,0,0,3,9,2400,0,16,0,2080,8615
2250,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,101,0,2950,9323
890,4,3.25,3180,194278,2,0,0,3,10,3180,0,12,0,2200,178160
288,3,1,1190,7560,1,0,0,5,6,1190,0,59,0,1190,7560
190,2,1,630,6000,1,0,0,3,6,630,0,74,62,1470,6840
515,5,3,2530,5105,1,0,0,3,8,1520,1010,12,0,2290,4011
235,4,1.5,1690,11054,1,0,0,4,5,1690,0,87,0,1690,9040
275,2,1,940,5000,1,0,0,3,6,940,0,66,0,940,5000
727.5,2,2,1240,9119,1,0,0,4,7,1240,0,65,0,1380,9121
650,4,2.5,3040,6587,2,0,0,3,7,3040,0,14,0,2740,6587
1600,6,5,6050,230652,2,0,3,3,11,6050,0,16,0,4210,233971
365,4,1,1590,7085,1.5,0,0,3,6,1590,0,73,0,1320,7085
662,3,1.75,2500,36947,1,0,0,3,9,2500,0,33,0,2590,28837
270.5,3,2.5,1780,7848,1,0,0,3,7,1320,460,39,0,1680,7848
200,2,1.5,1360,1898,2,0,0,3,7,1360,0,39,0,1360,1898
970,4,3.25,4740,76230,2,0,0,3,10,4740,0,30,0,3340,49206
160,3,1.5,1010,9600,1,0,0,4,7,1010,0,55,0,1400,9660
204,3,1,1040,7405,1,0,0,4,6,1040,0,46,0,1580,7405
358,3,2.25,1610,6655,2,0,0,4,7,1610,0,32,0,1780,7529
452,4,1.75,1570,8268,1,0,0,3,7,1570,0,38,0,1870,8190
595,2,2,1510,4000,1,0,0,4,7,1010,500,117,0,1920,4000
249,3,2,1360,6082,1,0,0,3,7,1360,0,23,0,1360,6987
346.9,4,2.5,1970,5106,2,0,0,3,8,1970,0,18,0,2230,5109
2125,3,2.5,5403,24069,2,1,4,4,12,5403,0,41,0,3980,104374
280,4,2.5,1560,4350,2,0,0,3,7,1560,0,14,0,1560,4350
318.888,4,1.75,2320,12000,1,0,0,4,8,2270,50,44,0,2120,9880
530,3,2.25,2120,40518,1,0,0,3,8,2120,0,50,0,2480,13492
375,3,2.25,2120,18500,2,0,0,4,8,2120,0,34,0,2120,14479
910,4,2.5,3350,29242,2,0,0,3,11,3350,0,29,0,3920,24728
782,4,2.5,2380,9614,2,0,0,4,10,2380,0,26,0,2560,9770
259.95,2,2,1070,649,2,0,0,3,9,720,350,9,0,1070,928
315,4,2.75,2300,18360,1,0,0,4,7,1560,740,38,0,1870,9588
215,2,1,1320,8865,1,0,0,4,6,1320,0,74,0,1190,6490
705,3,1.75,2180,10221,1,0,2,4,7,1140,1040,71,0,2180,8535
1450,3,3,4380,6320,2,0,3,5,10,3580,800,65,0,3080,7680
451,3,1.75,1790,9813,2,0,0,3,7,1790,0,68,0,1520,10125
261,2,1,750,8125,1,0,0,4,6,750,0,74,0,1340,8750
396,3,1.5,1300,8280,1,0,0,5,7,1300,0,61,0,1570,8692
725,4,2.5,2990,29170,2,0,3,3,9,2990,0,18,0,3715,29170
1950,7,3.5,4640,15235,2,0,1,3,11,2860,1780,52,38,3230,20697
238,4,1,1400,7242,1.5,0,0,3,7,1400,0,58,0,1310,7314
750,6,1.75,2750,9563,2,0,0,4,8,2750,0,44,0,2040,9563
331.5,4,2.5,2050,10271,2,0,0,3,7,2050,0,19,0,2050,8103
460,4,3,2230,108900,1,0,0,3,7,1410,820,39,0,1960,65340
404.95,4,2.25,2340,217014,1,0,0,4,8,2340,0,35,0,2340,107898
880,3,2.5,2870,5163,2,0,0,3,9,2870,0,3,0,1630,7995
863,4,2.5,4120,22370,2,0,0,3,10,4120,0,20,0,3180,7257
638.7,3,1.75,2080,9162,1,0,0,3,7,1370,710,57,0,1870,8944
435,3,2.5,1840,5680,2,0,0,3,7,1840,0,9,0,1600,4697
260,3,1,1180,5350,1.5,0,0,4,6,1180,0,58,0,1490,5350
671.5,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,90,0,2040,4000
610,3,1,1180,3400,1.5,0,0,3,8,1180,0,110,0,1440,3400
405,2,0.75,1160,15029,1,0,0,4,6,870,290,80,0,1870,25346
338.9,4,2.5,1830,5612,2,0,0,3,7,1830,0,14,0,1830,5998
720,4,4,3200,7708,2,0,0,3,10,3200,0,13,0,3480,7944
442,5,3,2560,5445,1.5,0,0,4,7,1760,800,90,0,1080,5445
650,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,115,0,1590,3840
263.5,3,1.75,1330,9917,1,0,0,3,7,1040,290,36,0,1330,9081
300,2,1,1220,75794,1,0,0,4,7,1220,0,54,0,2010,98010
266,3,2.5,1805,3402,2,0,0,3,7,1805,0,8,0,2095,3402
930,4,4,6050,84942,2.5,0,2,3,9,4150,1900,8,0,2700,199504
530,4,2.5,2320,5493,2,0,0,3,8,2320,0,13,0,2450,5471
180,3,1,1384,8960,1,0,0,4,6,1384,0,52,0,1000,8470
619,3,2.5,2720,6439,2,0,0,3,9,2720,0,12,0,3180,7320
264,3,1.5,1820,10608,1,0,0,4,7,1820,0,55,0,1380,8976
730,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,76,0,2130,4920
439,4,2.25,2060,10070,2,0,0,3,7,2060,0,42,0,2060,8155
268.5,4,1.75,1420,7500,1,0,0,4,7,1080,340,36,0,1500,7260
330,3,1.75,1510,15744,1,0,0,3,7,1510,0,32,0,1470,15744
640,3,2.5,2160,4000,1.5,0,0,3,8,1960,200,114,110,2160,5120
900,3,2.5,3180,12600,2,0,0,4,11,3180,0,39,0,3030,12835
370,3,2.25,2110,13300,2,0,0,4,8,2110,0,32,0,2470,14000
685,3,2,2060,2900,1.5,0,0,5,8,1330,730,86,0,1910,3900
505,3,1.5,1830,217800,1,0,0,3,7,1010,820,36,0,2450,165963
265,3,1.75,1820,32666,1,0,0,4,7,1820,0,51,0,2050,43560
290,3,2.5,1610,2937,2,0,0,3,8,1610,0,11,0,1610,3049
296,4,2.5,1780,3600,2,0,0,3,7,1780,0,11,0,2020,3802
360,4,2.5,1840,9611,2,0,0,3,7,1840,0,21,0,1830,8505
240.5,3,1.75,1460,10584,1,0,0,3,7,990,470,20,0,1220,12012
372.5,2,2.5,1400,2958,2,0,0,3,8,1400,0,10,0,1540,2385
595,3,2.5,3370,14402,2,0,2,3,9,3370,0,13,0,3330,9691
515,4,3,3590,8249,2,0,0,3,9,3590,0,20,0,2860,7995
1220,4,2.25,3200,15367,2,0,0,4,9,3200,0,55,0,3070,15263
507,2,1.75,1670,6460,1,0,0,3,8,1670,0,13,0,2170,6254
399.95,4,2,2420,31465,1,0,0,3,9,2420,0,33,0,2560,32186
185,3,1.75,1430,10816,2,0,0,3,7,1430,0,23,0,1560,10816
460,3,1.75,1440,7070,1,0,0,3,7,1440,0,37,0,1440,7210
435.5,3,2.25,1450,4789,2,0,0,3,7,1450,0,32,0,1560,4490
469,4,2.75,3550,13938,1,0,0,5,8,2100,1450,51,0,2050,9000
531,2,3,1270,1175,2,0,0,3,8,1110,160,17,0,1290,1800
443.5,2,1,940,6804,1,0,0,3,7,940,0,68,0,1150,6930
223,3,2,1670,6824,1,0,0,3,7,1300,370,27,0,1660,7586
590,4,3.5,3100,15842,2,0,0,3,8,2400,700,21,0,2200,19400
340,2,2.5,1100,1760,3,0,0,3,7,1100,0,20,0,1200,1415
650,3,2,1870,3388,1,0,0,4,8,1230,640,92,0,1780,4050
533.6,3,2.5,1930,5080,2,0,0,4,8,1930,0,27,0,2190,5085
695,3,2.75,2540,4694,2,0,0,3,9,2540,0,12,0,2600,6344
242,3,1.75,1280,7524,1.5,0,0,4,7,1280,0,29,0,1500,7777
425,3,2.25,1820,8814,1,0,0,3,7,1280,540,50,0,1810,7515
525,3,2.25,1490,9414,2,0,0,3,7,1490,0,36,0,1290,10125
485,3,2.5,1880,5502,2,0,0,3,8,1880,0,29,0,2040,5411
175,3,1,1250,9775,1,0,0,3,7,1250,0,46,0,1390,9650
210,3,2,1440,7210,1,0,0,3,8,1440,0,34,0,1700,7245
260,3,2.5,1920,7415,2,0,0,3,7,1920,0,28,0,1930,7536
577,3,2.5,2060,5750,1,0,0,3,7,1330,730,41,0,1920,5750
200,3,1.5,1210,10588,1,0,0,4,7,1210,0,59,0,1408,10588
605,2,1.75,1760,5000,1,0,0,4,7,940,820,90,0,1530,5000
325,3,1,990,6750,1,0,0,4,6,990,0,70,0,1440,6860
289.5,3,1,960,6400,1,0,0,4,6,820,140,73,0,1200,6600
559.95,3,2.5,1660,1458,3,0,0,3,9,1660,0,3,0,1660,1784
1042.5,3,1.75,1900,9375,1,0,1,4,8,1330,570,76,0,2760,9375
543.5,3,2.25,1270,2790,1,0,0,3,7,990,280,47,0,1920,4000
480,4,2.25,3250,34293,2,0,0,4,9,3250,0,34,0,3110,35982
218,3,1,960,9633,1,0,0,5,6,960,0,35,0,1080,8610
565,2,1.75,1330,6000,1,0,0,4,7,960,370,103,31,1620,6000
426.7,3,1.75,2080,7700,1,0,0,5,7,1600,480,49,0,1680,7700
650,3,2.5,2690,11575,1,0,3,3,8,2130,560,60,0,2390,11782
542,2,1,890,3060,1,0,0,3,7,770,120,107,0,1760,4080
415,3,1.75,1070,8000,1,0,0,3,7,1070,0,40,0,1200,7990
214,3,1,1200,8316,1,0,0,4,6,1200,0,64,0,1200,8316
245,3,1.5,1360,8910,2,0,0,5,7,1360,0,68,0,1220,8912
314.5,3,2,2050,13303,1,0,0,3,8,2050,0,24,0,2180,11590
1120,3,1.5,3000,5750,2,0,0,5,9,2000,1000,93,0,1820,5750
378,2,2,1300,3850,1,0,0,3,7,800,500,54,0,950,5500
305,4,2.5,2250,9091,1,0,0,3,7,1340,910,35,0,1540,7802
595,5,2.75,3740,6750,1,0,0,4,8,1980,1760,39,0,2620,7920
729.5,3,2.5,1660,1091,3,0,1,3,9,1530,130,2,0,1510,1352
430,3,2.5,2360,6699,2,0,0,3,7,2360,0,14,0,2360,4744
240,3,1.75,1760,6500,1,0,0,3,7,1150,610,30,0,1760,8125
545,3,1.75,1680,6200,1.5,0,0,3,7,1680,0,101,0,1680,5100
530,3,1.75,1320,2500,1,0,0,3,7,870,450,99,0,1580,2750
157,1,1,870,26326,1,0,0,3,6,870,0,78,0,1250,10608
425,4,1,1260,7645,1.5,0,0,3,6,1260,0,92,0,1170,7649
220,3,1,1000,6020,1,0,0,3,6,1000,0,73,0,1300,8640
521,4,1.75,2020,36400,1,0,0,4,8,1550,470,41,0,2520,38255
325,3,1,1920,6862,1,0,2,3,7,1120,800,65,0,2000,6900
597.5,3,2,2150,5400,1.5,0,0,4,7,1380,770,106,0,1940,6500
337,3,2.5,1470,3976,2,0,0,3,7,1470,0,18,0,1490,4400
1000,3,2.5,3180,10492,2,0,2,3,10,3180,0,26,0,3000,9812
3070,3,2.5,3930,55867,1,1,4,4,8,2330,1600,60,0,2730,26324
495,3,1,990,6000,1,0,0,3,6,990,0,74,0,1250,6000
748,4,3.5,2770,3330,2,0,0,3,8,1970,800,16,0,2180,3380
888,3,1.5,1250,8710,1,0,0,4,7,1250,0,64,0,1750,9185
269.9,3,1.75,1140,22267,1,0,0,3,7,1140,0,31,0,1150,15625
496.5,4,2.5,2250,14440,1,0,0,3,7,1550,700,50,0,2090,11400
475,3,2.5,1640,5097,2,0,0,3,7,1640,0,48,0,1880,6000
312,3,1.5,1255,1374,3,0,0,3,7,1255,0,13,0,1307,1232
323,3,1,1290,12231,1,0,0,3,7,1290,0,41,0,1390,11632
331,3,1.75,1300,9079,1,0,0,3,7,1300,0,31,0,1890,7369
306,3,1.5,1220,1086,3,0,0,3,8,1220,0,10,0,1220,1422
655,4,2.5,2630,4000,3,0,0,3,8,2630,0,15,0,1640,4000
290,3,1.5,1950,15954,1,0,0,4,8,1950,0,58,0,1940,12667
1250,4,3.25,3160,5000,2,0,0,5,9,2360,800,52,0,2220,4000
460,3,1.75,1550,4708,1,0,0,4,7,860,690,68,0,1880,5600
435,4,2.5,1700,6380,1,0,0,4,7,850,850,77,0,1380,6380
664,4,2.75,2510,11880,1,0,0,5,8,1630,880,39,0,2390,11211
865,4,1.75,1800,4180,2,0,3,4,8,1800,0,96,0,2180,4620
385,3,1.75,1800,18000,1,0,0,3,8,1200,600,49,0,1800,18000
497,3,2.25,1870,9315,1,0,0,3,7,1350,520,42,0,2230,9579
280,2,1,1010,3000,1,0,0,4,7,1010,0,92,0,1150,7000
188,2,1.5,1120,17487,1,0,0,3,6,1120,0,93,0,1690,8056
478.5,3,1,2090,4755,1,0,2,3,8,1200,890,48,0,1850,5300
1145,4,3.5,4370,18361,2,0,0,3,11,4370,0,16,0,4190,13641
222,3,2,1440,7187,1,0,0,4,7,970,470,36,0,1440,7187
799,4,3,2580,209523,2,0,0,3,8,2580,0,33,0,3440,213444
609.9,4,2.5,3190,7399,2,0,0,3,10,3190,0,11,0,3250,7323
413,4,3.5,2380,5809,2,0,0,4,7,1750,630,22,0,1620,5775
400,4,1,1420,4875,1.5,0,0,3,7,1420,0,87,0,1110,5413
802.541,5,2.75,2990,6768,2,0,0,3,9,2990,0,3,0,2870,6768
320,3,2.5,2680,7757,2,0,0,3,8,2680,0,27,0,2430,8231
507,4,2.5,2730,7649,2,0,0,3,7,2730,0,11,0,2730,6216
387.5,3,1,1220,8329,1,0,0,3,6,1220,0,71,0,1490,8322
396,3,1,1500,12616,1,0,0,3,7,1500,0,50,0,1820,13950
373,3,1.75,1830,11788,1,0,1,3,8,1430,400,59,0,2140,11964
1484.9,5,2.5,4570,19252,2,0,0,5,10,4570,0,52,0,3180,13314
359.9,4,2.25,2470,7698,2,0,0,3,8,2470,0,34,0,2330,7986
410,2,1,800,4342,1,0,0,3,6,670,130,90,0,1210,4343
690,4,2.5,2900,23488,2,0,0,3,9,2900,0,25,0,2900,34589
245,3,2,1410,5760,1,0,0,3,7,1410,0,32,0,1670,6222
700,5,2.5,2830,25958,1,0,1,5,8,1610,1220,38,0,2670,21567
268,4,1.75,1680,9966,1,0,0,3,7,1100,580,40,0,2400,10369
225,3,1.75,1760,26055,1,0,0,3,7,920,840,38,0,1350,13475
980,4,2.25,2240,11034,2,0,0,3,8,2240,0,41,0,2300,11550
795,2,1,1380,5000,1.5,0,2,3,5,1380,0,112,0,1500,5000
195,2,1,820,5100,1,0,0,3,6,820,0,64,0,1170,5304
480,4,2,2180,10575,1,0,0,2,6,1730,450,67,0,2180,12010
485,4,2,1400,3600,1,0,0,3,7,1100,300,117,0,1630,2048
130,2,1,880,9000,1,0,0,3,5,880,0,89,0,1410,10000
325,2,1,1060,5703,1,0,2,4,6,1060,0,71,0,2240,4416
440,3,1.75,1530,7245,1,0,0,4,7,1530,0,33,0,1530,7490
550,4,1.75,2480,14782,1,0,3,3,8,1460,1020,59,0,2910,10800
310,3,1.75,1490,7150,1,0,0,5,6,1490,0,50,0,1350,9100
530,3,2.5,3660,39478,2,0,2,4,9,3260,400,28,0,2700,38312
390,4,2.5,2340,8548,2,0,0,3,8,2340,0,24,0,1970,6818
243,3,1.75,1450,12125,1,0,0,4,7,1450,0,36,0,1210,12125
